week,lakes,gr,po,tqg,dm1,dm2,dm3,dm4,seas1,seas2,seas3,seas4,seas5,seas6,seas7,seas8,seas9,seas10,seas11,seas12
308,1,0.2,1,17686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
309,1,0.2,1,36336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0.2,1,22569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0.2,1,23342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0.2,1,21269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0.2,1,18340,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
314,0,0.25,1,19440,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
315,0,0.25,0,17056,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
316,0,0.25,0,10713,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
317,0,0.25,0,12836,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
318,0,0.25,0,12344,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
319,0,0.25,0,17868,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
320,0,0.25,0,22789,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
321,0,0.25,0,34851,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
322,0,0.25,0,29997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
323,0,0.25,0,34010,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
324,0,0.25,1,19686,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
325,0,0.25,1,14757,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
326,0,0.25,1,16502,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
327,0,0.25,1,11490,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
328,0,0.25,1,7843,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
